Deliverable,Task to be done,Assignee,Start Date,Planned Due Date,Due Date,Customer,Task Type,Status,Remarks,Completed,Reviewer,Client rework count,Tentative Time,Last edited time,Internal rework count,Completion Date,Created Time
GRI-compliant Sustainability Report,Submission of final GRI report with FY25 data,U0960SQTB25,,,2026-03-31,Tecton,BAU,Parked,,false,,0,0.25,1773827270,0,,2025-09-01
ESG Framework Implementation,Data collection and calculation of all key ESG metrics needed for customer reports and GRI report for FY2024-25 (April 2024-March 2025),U0960SQTB25,,,2026-03-31,Tecton,BAU,Parked,,false,,0,2,1773827267,0,,2025-09-01
Reporting,FIlling Questionnaire,U0960SQTB25,,,2026-03-31,Arene,BAU,Completed,,false,,0,7,1773827261,0,2026-03-18,2025-09-01
Reporting,Initiate EcoVadis Assessment Application,U0960SQTB25,,,2026-03-31,Arene,BAU,Yet to start,,false,,0,0.25,1773716447,1,,2025-09-01
Reporting,Draft BRSR Report,U0960SQTB25,,,2026-03-31,Arene,BAU,Yet to start,,false,,0,1,1773716599,0,,2025-09-01
Reporting,Data Validation,U0960SQTB25,,,2026-03-31,Arene,BAU,Completed,,false,,0,3,1773827251,0,2026-03-18,2025-09-01
Create MS form,"For employee, and external stakeholder engagement",U0877RUHX4M,2025-09-22,,2025-10-24,BSI,BAU,Completed,,true,,0,3,1767625355,0,,2025-08-31
Leadership/Stakeholder interviews,Prepare leadership questionnaire,U0877RUHX4M,2025-09-07,,2025-09-10,BSI,BAU,Completed,Link,true,,0,4,1767625354,0,,2025-08-31
Recommend a list of relevant material topics,Share MT list,U0877RUHX4M,2025-09-05,,2025-09-08,BSI,BAU,Completed,Link,true,,0,1,1767625353,0,,2025-08-31
Recommend a list of relevant material topics,Prepare MT list (sector + peer),U0877RUHX4M,2025-09-02,,2025-09-04,BSI,BAU,Completed,Link,true,,0,4.5,1767625353,0,,2025-08-31
Double Materiality Assessment,"Perform assessment based on rating/scores, and prioritise MT, conclude Matrix.",U0877RUHX4M,2025-10-14,,2026-03-25,MaxLife,BAU,Yet to start,Waiting for client confirmation on closure of form,false,,0,3,1774238018,0,,2025-08-31
Conduct Materiality Assessment,"Define methodology: approach, weightage, scoring mechanism",U0877RUHX4M,2025-09-09,,2025-09-12,MaxLife,BAU,Completed,,true,,0,1,1767625352,0,,2025-08-31
Leadership/ stakeholder interviews,Other stakeholder engagement theough survey,U0877RUHX4M,2025-09-09,,2025-09-25,MaxLife,BAU,Completed,Shared questionnaire with Vidhi.,true,,0,1,1767625363,0,,2025-08-31
Leadership/ stakeholder interviews,Prepare materiality quessionaire,U0877RUHX4M,2025-09-04,,2025-09-08,MaxLife,BAU,Completed,,true,,0,1,1767625363,0,,2025-08-31
Leadership/ stakeholder interviews,Get confirmation on stakeholder weightages,U0877RUHX4M,2025-09-05,,2025-09-10,MaxLife,BAU,Completed,,true,,0,1,1767625311,0,,2025-08-31
Leadership/ stakeholder interviews,Identify and list key stakeholders,U0877RUHX4M,2025-09-04,,2025-09-05,MaxLife,BAU,Completed,,true,,0,1,1767625309,0,,2025-08-31
Recommend MT list,Share MT topics & get confirmation,U0877RUHX4M,2025-09-01,,2025-09-03,MaxLife,BAU,Completed,Link,true,,0,1,1767625252,0,,2025-08-31
SR,Compile SR,U0877RUHX4M,2025-10-28,,2025-11-14,Calibre,BAU,Completed,,true,,0,2,1767625344,0,,2025-08-31
SR Chapter Drafting,Environmental,U0877RUHX4M,2025-09-22,,2025-09-26,Calibre,BAU,Completed,,true,,0,6,1767625359,0,,2025-08-31
SR Chapter Drafting,Governance,U0877RUHX4M,2025-10-20,,2025-11-07,Calibre,BAU,Completed,,true,,0,7,1767625361,0,,2025-08-31
SR Data Collection,Collect any additional data points,U0877RUHX4M,2025-09-02,,2025-09-05,Calibre,BAU,Completed,Link,true,,0,3,1767625359,0,,2025-08-31
SR Data Collection,Collect ESG data (via updapt),U0877RUHX4M,2025-08-26,,2025-09-15,Calibre,BAU,Completed,,true,,0,5,1767625358,0,,2025-08-31
SR Blueprint,Get confirmation on drafted blueprint,U0877RUHX4M,2025-09-15,,2025-09-19,Calibre,BAU,Completed,Link,true,,0,3,1767625356,0,,2025-08-31
Conduct Materiality Assessment,Methodology write-up,U0877RUHX4M,2025-09-22,,2025-09-26,Calibre,BAU,Completed,,true,,0,1,1767625357,0,,2025-08-31
Conduct Materiality Assessment,"Perform assessment based on rating/scores, conclude materiality matrix.",U0877RUHX4M,2025-10-27,,2026-01-09,Calibre,BAU,Completed,Link,false,,0,2,1768146516,0,2026-01-10,2025-08-31
Conduct Materiality Assessment,Collate employee responses. (50 Employee responses will be shared as a scan),U0877RUHX4M,2025-09-29,,2025-10-10,Calibre,BAU,Completed,,true,,0,2,1767625366,0,,2025-08-31
Leadership/ stakeholder interviews,Other stakeholder engagement through the quesstionaire,U0877RUHX4M,2025-09-04,,2025-09-26,Calibre,BAU,Completed,Delayed from client end.,true,,0,1,1767625365,0,,2025-08-31
Leadership/ stakeholder interviews,Conduct leadership survey through the questionnaire,U0877RUHX4M,2025-09-04,,2025-09-26,Calibre,BAU,Completed,Delayed from client end.,true,,0,1,1767625364,0,,2025-08-31
Leadership/ stakeholder interviews,Prepare materiality assessment questionnaire,U0877RUHX4M,2025-09-08,,2025-09-10,Calibre,BAU,Completed,Link,true,,0,2,1767625308,0,,2025-08-31
Recommend a list of relevant material topics,Share MT list via deck,U0877RUHX4M,2025-09-01,,2025-09-04,Calibre,BAU,Completed,Link,true,,0,1,1767625253,0,,2025-08-31
Policy Review,Recommend updates in the ESG goals and KPIs,U0877RUHX4M,2025-09-15,,2025-09-19,Calibre,BAU,Completed,,true,,0,2,1767625307,0,,2025-08-31
Policy Review,Recommend a single data management system,UJ9KR034Z,2025-09-25,,2025-09-26,Calibre,BAU,Completed,,false,,0,2,1766572101,0,,2025-08-31
Policy Review,Recommend updates in MIS,UJ9KR034Z,2025-09-12,,2025-09-25,Calibre,BAU,Completed,,false,,0,2,1766572096,0,,2025-08-31
Policy Review,Conduct policy gap analysis,U0877RUHX4M,2025-09-15,,2025-09-19,Calibre,BAU,Completed,Link,true,,0,2,1767625306,0,,2025-08-31
Reporting,Final ESG Report,U08MDDVKE1X,2026-08-03,,2026-08-07,Ventive,BAU,Yet to start,,false,,0,3,1767160114,0,,2025-08-30
Reporting,Review ESG Report,U08MDDVKE1X,2026-07-19,,2026-08-02,Ventive,BAU,Yet to start,,false,,0,3,1767160111,0,,2025-08-30
Reporting,Draft ESG Report (GRI Aligned),U08MDDVKE1X,2026-06-04,,2026-07-18,Ventive,BAU,Yet to start,,false,,0,3,1767160109,0,,2025-08-30
Reporting,Review BRSR Report,U08MDDVKE1X,2026-06-24,,2026-07-09,Ventive,BAU,Yet to start,,false,,0,3,1767160107,0,,2025-08-30
Reporting,Draft BRSR Report,U08MDDVKE1X,2026-06-19,,2026-06-23,Ventive,BAU,Yet to start,,false,,0,3,1767160105,0,,2025-08-30
Monthly Monitoring,Data Assurance/Assessment,U08MDDVKE1X,2026-06-04,,2026-06-18,Ventive,BAU,Yet to start,,false,,0,1.5,1767160103,0,,2025-08-30
Monthly Monitoring,Validate data for Jan-mar 2026,U08MDDVKE1X,2026-05-15,,2026-05-25,Ventive,BAU,Yet to start,,false,,0,1.5,1767160100,0,,2025-08-30
Monthly Monitoring,Target: Collect Data and Verify it from every property till January 2026,U08MDDVKE1X,2026-04-20,,2026-02-20,Ventive,BAU,Completed,,true,,0,5,1771592173,0,2026-02-20,2025-08-30
Ventive Data Review - Monthly Monitoring,Follow up mail to properties to those who have not completed the data till December and the Previous Year Data - Review it,U08MDDVKE1X,2026-01-19,,2026-01-22,Ventive,BAU,Completed,,true,,0,0.5,1769173958,0,2026-01-23,2025-08-30
Future Roadmap,Setup quaterly cadence for initiatives,U08MDDVKE1X,2026-04-12,,2026-06-19,Ventive,New,Yet to start,,false,,0,5,1772363638,0,,2025-08-30
Future Roadmap,Finalise budget and implementation plan,U08MDDVKE1X,2026-03-28,,2026-06-18,Ventive,New,Yet to start,,false,,0,5,1772363632,0,,2025-08-30
Future Roadmap,Invite and finalise initiatives for the action plan,U08MDDVKE1X,2026-03-13,,2026-05-15,Ventive,New,Yet to start,,false,,0,5,1772363627,0,,2025-08-30
Future Roadmap,Cascade Action Plan With all stakeholders,U08MDDVKE1X,2026-03-03,,2026-05-14,Ventive,New,Yet to start,,false,,0,5,1772363620,0,,2025-08-30
Future Roadmap,Develop the ESG Goals and KPIs and Action Plan,U08MDDVKE1X,2025-11-11,2025-11-25,2025-11-25,Ventive,New,Completed,,false,,0,5,1773715954,0,2026-03-17,2025-08-30
Training,In-Person Workshop for the Board of Directors on the Impact of ESG on Business,U08MDDVKE1X,2025-12-25,2026-04-29,2026-04-29,Ventive,New,Yet to start,,false,,0,3,1773164439,0,,2025-08-30
Training,In-Person Workshop for Leadership Teams on the Impact of ESG on Business,U08MDDVKE1X,2025-12-18,2026-04-29,2026-04-29,Ventive,New,Yet to start,,false,,0,3,1773164428,0,,2025-08-30
Double Materiality,Double materiality risks identificaton,U0960SQTB25,,,2025-08-29,Internal,New,Completed,,false,,0,2,1758602761,0,,2025-08-28
Schedule ADF training,Schedule department wise BRSR training,U06LK54V5EF,2025-10-01,,2025-10-15,ADF,New,Completed,,false,,0,0.5,1760454953,0,,2025-08-28
Climate Risk Management (Strategy & Planning),"1. Finalise climate risk boundary (portfolio)
2. Recommend processes and governance structure",UJ9KR034Z,2025-09-30,,2026-03-31,BSI,BAU,Yet to start,,false,,0,2,1771906864,0,,2025-08-27
INDOCO OSH Data Entry,Enter BRSR 24-25 data on OSH,U06LK54V5EF,2025-08-28,,2025-09-03,Internal,BAU,Completed,,false,,0,8,1756957755,0,,2025-08-27
Rustomjee Training,Schedule training for new sites and users,U06LK54V5EF,2025-08-29,,2025-08-29,Rustomjee,BAU,Completed,,false,,0,2,1756701432,0,,2025-08-26
Scope 3,Create templates for C1-4,U0877RUHX4M,2025-09-01,,2025-09-09,Internal,BAU,Completed,,true,,0,2,1767625299,0,,2025-08-24
Sustainability Report,Present SR to management,U0877RUHX4M,2025-08-25,,2025-08-25,Rustomjee,BAU,Completed,,true,,0,5,1767625298,0,,2025-08-24
Scope 2 emissions refresh,Multi Country (with year) Scope 2 emissions,UJ9KR034Z,2025-08-18,,2025-09-30,Internal,Upgrade,Completed,,false,,0,12,1766572114,0,,2025-08-18
IFRS Custom Report,Revamp Custom Report,U0960SQTB25,2025-08-18,,2025-09-29,Internal,Upgrade,Completed,,false,,0,6,1759236369,0,,2025-08-18
Scope 3 documentation for OSH,Create a document explaining Scope 3 calculations on OSH,UJ9KR034Z,2025-08-18,,2025-09-30,Internal,New,Completed,,false,,0,2,1766572112,0,,2025-08-18
ESG Framework Implementation,"Development of ESG policies in alignment with ESG framework and EcoVadis, ISO 50001, ISO 14067, ISO 20400, ISO 370001",U0960SQTB25,,,2025-10-10,Tecton,BAU,Completed,,false,,0,5,1762143180,0,,2025-08-18
Double Materiality Assessment,Create quesstionnaire,U0877RUHX4M,2025-09-01,,2025-09-05,MaxLife,BAU,Completed,,true,,0,5,1767625251,0,,2025-08-18
Sustainability Report,Update initial parts,U0877RUHX4M,2025-08-18,,2025-08-20,Rustomjee,BAU,Completed,,true,,0,2,1767625248,0,,2025-08-18
Policy Gap Report,Share updated policies,U0960SQTB25,2025-09-17,,2025-09-22,BSI,BAU,Completed,,false,,0,2,1758201625,0,,2025-08-18
EcoVadis Response Submission,Developing draft EcoVadis response,U0960SQTB25,,,2026-03-31,Emmbi Industries,BAU,Yet to start,,false,,0,8,1773716430,0,,2025-08-18
Policy Gap Report,Conduct policy gap analysis,U0960SQTB25,2025-09-09,,2025-09-16,BSI,BAU,Completed,,false,,0,3,1758201346,0,,2025-08-18
Deployment of OSH Platform,Download report and submit for approval,U0960SQTB25,,,2026-03-31,Emmbi Industries,BAU,Yet to start,,false,,0,1,1773716415,4,,2025-08-18
Gap Assessment,Review of existing documents and alignment with the created ESG framework and the GRI format and gap assessment report submission,U0960SQTB25,,,2025-09-30,Tecton,BAU,Completed,Delay from client in sending the policies and filled client questionnaire,false,,0,5,1759236564,0,,2025-08-18
To become a sustainability report design expert,Review with design leads,U06LK54V5EF,2025-09-01,,2025-09-05,Internal,New,Completed,,false,,0,2,1756974569,0,,2025-08-11
To become a sustainability report design expert,Create SOP with screenshots and reference,U06LK54V5EF,2025-08-22,,2025-09-01,Internal,New,Completed,,false,,0,24,1756724239,0,,2025-08-11
To become sustainability design expert,Research 10 ESG reports and find design understanding,U06LK54V5EF,2025-08-13,,2025-09-01,Internal,New,Completed,,false,,0,8,1756724222,0,,2025-08-11
To become GRI expert,Create PPT/Document on GRI,U06LK54V5EF,2025-09-16,,2025-09-26,Internal,New,Completed,,false,,0,2,1758890534,0,,2025-08-11
To become GRI expert,Take free GRI online course from GRI Academy,U06LK54V5EF,2025-09-08,,2025-09-16,Internal,New,Completed,,false,,0,10,1758001131,0,,2025-08-11
To become GRI expert,Visit official website and learn GRI standards,U06LK54V5EF,2025-09-01,,2025-09-15,Internal,New,Completed,,false,,0,8,1757909107,0,,2025-08-11
Modify Report Design,Create new report design for FY 24-25,U06LK54V5EF,2025-08-27,,2025-09-01,Modifi,New,Completed,,false,,0,24,1756724214,0,,2025-08-06
Custom GPT for SR,Create the custom GPT for SR,U0877RUHX4M,2025-08-12,,2025-08-15,Internal,New,Completed,,true,,0,6,1767625296,0,,2025-08-05
Responsibility Matrix,Confirmation on RM,U0877RUHX4M,2025-08-25,,2025-12-19,Infra.Market,BAU,Completed,Delay from clients end. ,true,,0,1,1767625350,0,,2025-08-04
STARS report,Address comments received,U0877RUHX4M,2025-08-20,,2025-09-03,IIT Bombay,BAU,Completed,,true,,0,4,1767625294,0,,2025-08-04
ESG Peer Gap Analysis report,Create deck from shared HAMT template.,U0877RUHX4M,2025-08-11,,2025-08-11,BSI,BAU,Completed,,true,,0,6,1767625238,0,,2025-08-04
ESG Peer Gap Analysis,Access maturity and perform gap analysis based on response received. Peers list received.,U0877RUHX4M,2025-08-01,,2025-08-08,BSI,BAU,Completed,Link,true,"UJ9KR034Z,U0960SQTB25",0,10,1767625247,0,,2025-08-04
Prepare ESG Gap Assessment report,Review ESG goals and KPIs,U0877RUHX4M,2025-09-09,,2025-09-12,Calibre,BAU,Completed,,true,,0,2,1767625294,0,,2025-08-04
Prepare ESG Gap Assessment report,"Revise scope 1,2 emissions",U0877RUHX4M,2025-09-01,,2025-09-10,Calibre,BAU,Completed,,true,,0,2,1767625291,0,,2025-08-04
Dialogue,"• Review of Supply Chain Sustainability Program with Hetero Team
• Make a combined PPT of there vendors score.",U08MDDVKE1X,2025-09-05,2026-03-27,2026-03-27,Hetero,BAU,Yet to start,,false,,0,3,1774179686,0,,2025-07-31
Hetero Supplier Assessment,Review supplier assessments and assign an ESG score through desk audits,U08MDDVKE1X,2025-09-24,2026-03-27,2026-03-27,Hetero,New,Yet to start,,false,,0,4,1774179681,0,,2025-07-31
GRI Submission,Report feedback AND Report Designing - Client,U08MDDVKE1X,2025-08-27,,2025-12-12,Gulbrandsen,BAU,Completed,,true,,0,3,1765541610,0,,2025-07-31
Gap Analysis and Materiality Assessment,"• ESG Materiality Assessment Leadership Interviews
• ESG materiality Assessment Report (Done)
• Milind Sir Interview (pending)",U08MDDVKE1X,2025-08-12,,2026-01-16,Ventive,New,Completed,,true,,0,6.5,1768740317,0,2026-01-18,2025-07-31
Review existing policies/SOPs,,UJ9KR034Z,,,2025-08-15,Calibre,BAU,Completed,,false,,0,0,1755494093,0,,2025-07-29
Map submitted documents to requirements,,UJ9KR034Z,,,2025-08-12,Calibre,BAU,Completed,,false,,0,0,1755494087,0,,2025-07-29
Review EcoVadis scorecard,,UJ9KR034Z,,,2025-08-18,Calibre,BAU,Completed,,false,,0,0,1755494108,0,,2025-07-29
BSI - Maturity Assessment,,U0877RUHX4M,,,2025-06-30,BSI,BAU,Completed,,true,,0,0,1767625288,0,,2025-06-30
Share updated BRSR report with Vidhi,,U086H92CU3D,,,2025-05-30,MFSL,Upgrade,Completed,,false,,0,0,1748573917,0,,2025-05-29
Command for filter data supply chain,,U086H92CU3D,,,2025-05-28,Hetero,BAU,Completed,,false,,0,0,1748491166,0,,2025-05-28
TCIL Newsletter,Design Newsletter for 15th Aug,U06LK54V5EF,2025-08-31,,2025-09-09,TCIL,BAU,Completed,,false,,0,2,1757416332,0,,2025-05-28
Share vendors update with Vishnu,,U086H92CU3D,,,2025-05-30,Hetero,New,Completed,,false,,0,0,1748573915,0,,2025-05-22
Setup call with Yash for following up on data till Friday,,U086H92CU3D,,,2025-05-20,TCIL,BAU,Completed,,false,,0,0,1747743819,0,,2025-05-20
Update Newsletter,,U086H92CU3D,,,2025-05-20,TCIL,BAU,Completed,,false,,0,0,1747743816,0,,2025-05-20
Followup with Harsha for next steps and AR,,U086H92CU3D,,,2025-05-20,Metrochem,BAU,Completed,,false,,0,0,1747743804,0,,2025-05-20
Scope 3 calculations,,U086H92CU3D,,,2025-05-22,SGA,BAU,Completed,Link,false,,0,0,1747919287,0,,2025-05-20
Update May newsletter,,U086H92CU3D,,,2025-05-20,TCIL,Upgrade,Completed,,false,,0,0,1747743799,0,,2025-05-20
Setup Hetero Account,,U086H92CU3D,,,2025-05-13,Hetero,BAU,Completed,,false,,0,0,1747195510,0,,2025-05-09
Rollout Questions,,U086H92CU3D,,,2025-05-15,Hetero,BAU,Completed,,false,,0,0,1747367372,0,,2025-05-09
Training Scheduling,,U086H92CU3D,,,2025-05-13,Gulbrandsen,BAU,Completed,,false,,0,0,1747195503,0,,2025-05-09
BRSR Publication Date,,U086H92CU3D,,,2025-05-13,TCIL,BAU,Completed,,false,,0,0,1747195491,0,,2025-05-09
Clean up Scope 3 purchase data,,U086H92CU3D,,,2025-05-22,SGA,BAU,Completed,,false,,0,0,1747919285,0,,2025-05-09
Update BRSR draft report,,U086H92CU3D,,,2025-05-16,MFSL,BAU,Completed,,false,,0,0,1747720825,0,,2025-05-09
MFSL P6 Data Check & followup,,U086H92CU3D,,,2025-05-30,MFSL,BAU,Completed,,false,,0,0,1748573911,0,,2025-05-09
Send invites to Hetero's vendors for training,,U086H92CU3D,,,2025-05-13,Hetero,BAU,Completed,,false,,0,0,1747195480,0,,2025-05-08
Hetero Vendor list update,,U086H92CU3D,,,2025-05-14,Hetero,BAU,Completed,Link,false,,0,0,1746793032,0,,2025-05-08
TCIL May Newsletter,,U086H92CU3D,,,2025-05-09,TCIL,BAU,Completed,,false,,0,0,1746797102,0,,2025-05-08
BRSR report status Maxlife,,U086H92CU3D,,,2025-05-09,MFSL,BAU,Completed,,false,,0,0,1746790636,0,,2025-04-30
Email with email ids,,U086H92CU3D,,,2025-05-09,Hetero,BAU,Completed,,false,,0,0,1746676284,0,,2025-04-30
Update April extra newsletter,,U086H92CU3D,,,2025-04-24,TCIL,BAU,Completed,,false,,0,0,1745812762,0,,2025-04-28
Share draft report - BRSR,,U086H92CU3D,,,2025-04-25,MFSL,BAU,Completed,,false,,0,0,1745812777,0,,2025-04-28
Consolidated BRSR,,U086H92CU3D,,,2025-04-25,MFSL,BAU,Completed,,false,,0,0,1745812774,0,,2025-04-23
Respond to Anne,,U086H92CU3D,,,2025-04-21,Modifi,BAU,Completed,,false,,0,0,1745812784,0,,2025-04-20
Send the MoM for your last week meetings & update it in the meeting log,,U086H92CU3D,,,2025-04-21,Internal,BAU,Completed,,false,,0,0,1745428633,0,,2025-04-20
Update of the data filling & approval status for TCIL,,U086H92CU3D,,,2025-04-21,TCIL,BAU,Completed,,false,,0,0,1745812755,0,,2025-04-20
Update of the data filling & approval status for MFSL + AMLI,,U086H92CU3D,,,2025-04-21,MFSL,BAU,Completed,,false,,0,0,1745812748,0,,2025-04-20
Max Life Presentation (New Goals),,UJ9KR034Z,,,2025-06-01,MFSL,Upgrade,Completed,,false,,0,0,1773937529,0,2026-03-19,2025-04-18
Send Supply Chain Process Documentation,,U086H92CU3D,,,2025-04-15,Hetero,Upgrade,Completed,,false,,0,0,1745140472,0,,2025-04-15
Ecovadis Brief - Arene Life,,U086H92CU3D,,,2025-04-15,Internal,New,Completed,,false,,0,0,1745138589,0,,2025-04-15
Ecovadis Analysis,,U086H92CU3D,,,2025-04-15,Internal,BAU,Completed,,false,,0,0,1745138587,0,,2025-04-15
TCIL extra newsletter,,U086H92CU3D,,,2025-04-17,TCIL,New,Completed,,false,,0,0,1744691760,0,,2025-04-14
Supply Chain Process Documentation,,U086H92CU3D,,,2025-04-15,Internal,New,Completed,Link,false,,0,0,1745140490,0,,2025-04-11
BRSR-Core Learn Icon,,U086H92CU3D,,,2025-04-15,Internal,New,Completed,Link,false,,0,0,1745140458,0,,2025-04-01
Document for Suppliers,,U086H92CU3D,,,2025-04-04,Hetero,BAU,Completed,,false,,0,0,1743788861,0,,2025-03-28
TCIL Newsletter,,U086H92CU3D,,,2025-03-28,TCIL,BAU,Completed,,false,,0,0,1743566955,0,,2025-03-26
Locus GHG Accounting,,U086H92CU3D,,,2025-03-28,Locuz,BAU,Completed,Link,false,,0,0,1743654049,0,,2025-03-25
Confirmation on final list,,U086H92CU3D,,,2025-04-13,Hetero,BAU,Completed,,false,,0,0,1744692188,0,,2025-03-21
Newsletter Update,,U086H92CU3D,,,2025-04-02,Modifi,BAU,Completed,,false,,0,0,1743788523,0,,2025-03-21
Review Data,,U086H92CU3D,,,2025-03-28,TCIL,BAU,Completed,,false,,0,0,1743134772,0,,2025-03-21
Supplier Contract Review,,U086H92CU3D,,,2025-03-25,TCIL,BAU,Completed,,false,,0,0,1742962066,0,,2025-03-21
Confirmation on retraining,,U086H92CU3D,,,2025-03-28,MFSL,BAU,Completed,,false,,0,0,1743134741,0,,2025-03-21
OSH Training for CSR team,,U086H92CU3D,,,2025-04-17,MFSL,BAU,Completed,,false,,0,0,1745899695,0,,2025-03-21
Leadership Indicators Update P1 - P3,,U086H92CU3D,,,2025-04-09,MFSL,BAU,Completed,,false,,0,0,1745138553,0,,2025-03-21
OSH Training for Ops team,,U086H92CU3D,,,2025-04-22,MFSL,BAU,Completed,,false,,0,0,1745899716,0,,2025-03-21
Metrochem Training PPT,,U086H92CU3D,,,2025-03-20,Metrochem,BAU,Completed,Link,false,,0,0,1742559465,0,,2025-03-13
Supplier Training PPT,,U086H92CU3D,,,2025-03-19,Hetero,BAU,Completed,Link,false,,0,0,1745138551,0,,2025-03-13
Pre Read Email,,U086H92CU3D,,,2025-03-17,TCIL,BAU,Completed,,false,,0,0,1742267303,0,,2025-03-13
GHG Emission Database,,U086H92CU3D,,,2025-04-08,Internal,Upgrade,Completed,Link,false,,0,0,1745138547,0,,2025-03-11
Locuz Sheet Cleanup,,U086H92CU3D,,,2025-03-13,Internal,BAU,Completed,Clean Sheet,false,,0,0,1752498282,0,,2025-03-11
Intro Call,,U086H92CU3D,,,2025-03-10,Locuz,BAU,Completed,,false,,0,0,1741751890,0,,2025-03-07
Introductory Call,,U086H92CU3D,,,2025-03-20,Gulbrandsen,BAU,Completed,,false,,0,0,1745138541,0,,2025-03-07
Newsletter,,U086H92CU3D,,,2025-03-20,Modifi,BAU,Completed,,false,,0,0,1745138540,0,,2025-03-07
ESG Goals Confirmation,,U086H92CU3D,,,2025-03-10,TCIL,BAU,Completed,,false,,0,0,1741868305,0,,2025-03-07
Project Tracker,,U086H92CU3D,,,2025-03-10,MFSL,BAU,Completed,Link,false,,0,0,1741868277,0,,2025-03-07
Initiate conversation with Neelam,,U086H92CU3D,,,2025-03-19,MFSL,BAU,Completed,,false,,0,0,1742559388,0,,2025-03-07
Followup for Max Wed Meeting,,U086H92CU3D,,,2025-03-10,MFSL,BAU,Completed,,false,,0,0,1741751858,0,,2025-03-07
Max Carbon Saving,,U086H92CU3D,,,2025-03-11,MFSL,BAU,Completed,Carbon Saving Sheet,false,,0,0,1741751907,0,,2025-03-07
Responsibility Matrix assignment for TCIL on OSH,,U086H92CU3D,,,2025-03-04,TCIL,BAU,Completed,,false,,0,0,1745138534,0,,2025-03-05
Virupaksha Ecovadis Login,,U086H92CU3D,,,2025-02-28,Virupaksha,BAU,Completed,,false,,0,0,1741016486,0,,2025-02-28
Policy Updates,,U086H92CU3D,,,2025-03-10,Metrochem,BAU,Completed,,false,,0,0,1741666722,0,,2025-02-27
Ecovadis Analysis,,U086H92CU3D,,,2025-03-17,Virupaksha,BAU,Completed,Link,false,,0,0,1742267439,0,,2025-02-27
Q4 + Q1 OKRs,,U086H92CU3D,,,2025-03-07,Internal,BAU,Completed,OKRs_Bilal,false,,0,0,1741666694,0,,2025-02-27
HSE PPT,HSE Training PPT to be made,UJ9KR034Z,2025-08-18,,2025-09-30,Internal,New,Completed,Link,true,,0,2,1771213659,0,,2025-02-26
Policy Gap Analysis + Policy creation,,"U086H92CU3D,U042LLZEL4C",,,2025-02-25,Internal,New,Completed,,false,,0,0,1740543108,0,,2025-02-25
Gulbrandsen Handover,,"U086H92CU3D,U042LLZEL4C",,,2025-02-25,Gulbrandsen,BAU,Completed,,false,,0,0,1740543100,0,,2025-02-21
Send list of unassigned questions to Morepen,,U042LLZEL4C,,,2025-02-20,Internal,BAU,Completed,Link,false,,0,0,1740144974,0,,2025-02-20
Emission factor PDF to Anshul,,U042LLZEL4C,,,2025-02-20,Internal,New,Completed,Link,false,,0,0,1740457547,0,,2025-02-19
Materiality Follow up_ Oren,,U042LLZEL4C,,,2025-02-25,Internal,BAU,Completed,,false,,0,0,1740543086,0,,2025-02-19
ESG Report,,U042LLZEL4C,,,2025-02-19,IPCA,BAU,Completed,Ipca Report,false,,0,0,1740144782,0,,2025-02-18
Include Animal Welfare in EnV policy and DEI policy,,"U042LLZEL4C,U086H92CU3D",,,2025-02-19,Metrochem,BAU,Completed,"Environment Policy, DEI Policy",false,,0,0,1740144806,0,,2025-02-17
Vendor List,,U086H92CU3D,,,2025-03-19,Hetero,BAU,Completed,,false,,0,0,1745138503,0,,2025-02-14
March Newsletter,,U086H92CU3D,,,2025-02-21,TCIL,BAU,Completed,Link,false,,0,0,1740147130,0,,2025-02-14
Get Updated Responsibility Matrix,,U086H92CU3D,,,2025-02-28,TCIL,BAU,Completed,,false,,0,0,1741016477,0,,2025-02-14
Get Vendor Contracts,,U086H92CU3D,,,2025-03-21,TCIL,BAU,Completed,,false,,0,0,1745138486,0,,2025-02-14
Sampath Training on OSH,,U086H92CU3D,,,2025-02-17,Metrochem,BAU,Completed,,false,,0,0,1739851468,0,,2025-02-14
Review Rustomjee ESG Report,,U042LLZEL4C,,,2025-02-20,Rustomjee,BAU,Completed,Link,false,,0,0,1740144921,0,,2025-02-14
Oren ESG Report Design,,U042LLZEL4C,,,2025-02-19,Internal,BAU,Completed,Link,false,,0,0,1740144912,0,,2025-02-14
Talk to Lipika,,U086H92CU3D,,,2025-02-14,Rustomjee,BAU,Completed,,false,,0,0,1739535941,0,,2025-02-14
Update SGA report and send it with Sachin,,U042LLZEL4C,,,2025-02-12,SGA,BAU,Completed,Link,false,,0,0,1739506526,0,,2025-02-12
Followup with Vishnu for Vendor List,,U086H92CU3D,,,2025-02-13,Hetero,BAU,Completed,,false,,0,0,1739506086,0,,2025-02-12
TNFD & SBTN Brief,,U086H92CU3D,,,2025-02-12,Internal,New,Completed,,false,,0,0,1739534180,0,,2025-02-11
Ipca Report Data Followup,,U042LLZEL4C,,,2025-02-11,IPCA,BAU,Completed,,false,,0,0,1739336343,0,,2025-02-11
Gulbrandsen and JK Tyre Meeting Anand Ji,,U042LLZEL4C,,,2025-02-12,JK Tyre,BAU,Completed,,false,,0,0,1739420799,0,,2025-02-03
Meeting with Yash - TCIL,,U086H92CU3D,,,2025-01-31,TCIL,BAU,Completed,,false,,0,0,1745138467,0,,2025-01-31
